Loan_ID,Gender,Married,Dependents,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status
244,1,1,2,1,6250,1300,108,360,1,1
246,1,0,0,1,6050,4333,120,180,2,0
257,1,0,0,0,6045,0,115,360,1,0
264,0,0,0,0,7200,0,120,360,1,1
266,1,0,0,0,4095,3447,151,360,1,1
270,0,0,1,0,2876,1560,90,360,2,1
271,0,0,0,0,3237,0,30,360,2,1
274,1,1,0,0,2620,2223,150,360,0,1
276,1,1,1,0,2750,1842,115,360,0,1
278,1,1,0,0,3103,1300,80,360,2,1
283,1,1,2,0,2301,985.7999878,78,180,2,1
289,0,0,0,0,4124,0,115,360,0,1
291,1,1,0,0,3075,2416,139,360,1,1
297,1,1,1,0,6875,0,200,360,0,1
298,0,1,1,0,4666,0,135,360,2,1
305,1,0,0,0,4000,2500,140,360,1,1
309,1,0,0,0,20233,0,480,360,1,0
313,0,0,0,0,2507,0,56,360,1,1
318,1,1,0,0,2058,2134,88,360,2,1
319,0,0,1,0,3541,0,112,360,0,1
320,1,1,1,1,10000,0,155,360,1,0
321,1,1,0,0,2400,2167,115,360,0,1
322,1,1,3,0,4342,189,124,360,0,1
329,0,1,0,0,4333,2451,110,360,2,0
330,0,0,0,0,2500,0,67,360,2,1
331,1,0,1,0,4384,1793,117,360,2,1
333,1,0,3,0,2833,0,71,360,2,1
335,1,1,1,1,9833,1833,182,180,2,1
341,1,1,3,0,2647,1587,173,360,1,0
346,1,1,0,0,2499,2458,160,360,0,1
348,1,1,2,0,3083,2168,126,360,2,1
355,0,1,0,0,2423,505,130,360,0,1
356,0,0,3,0,3813,0,116,180,2,1
358,1,1,1,0,3875,0,67,360,2,0
361,0,0,1,0,4723,0,81,360,0,0
363,1,1,0,0,4750,2333,130,360,2,1
367,1,0,0,0,2500,0,96,480,0,0
370,1,1,0,0,19730,5266,570,360,1,0
373,1,1,2,1,9323,7873,380,300,1,1
376,1,1,0,0,4817,923,120,180,2,1
380,1,1,2,0,5391,0,130,360,2,1
382,1,0,0,0,5941,4232,296,360,0,1
383,0,0,0,0,6000,0,156,360,2,1
387,1,0,0,0,2346,1600,132,360,0,1
396,1,1,2,0,3276,484,135,360,0,1
397,0,0,0,0,3180,0,71,360,2,0
398,1,1,0,0,3033,1459,95,360,2,1
400,0,0,0,0,1500,1800,103,360,0,0
401,1,1,2,0,2889,0,45,180,2,0
402,1,0,0,0,2755,0,65,300,1,0
404,0,0,0,0,1963,0,53,360,0,1
406,0,0,0,0,4547,0,115,360,0,1
409,1,1,1,0,8300,0,152,300,0,0
410,1,1,3,0,81000,0,360,360,1,0
411,0,0,1,1,3867,0,62,360,0,0
417,0,0,1,0,2600,0,160,360,2,0
422,0,0,0,0,2720,0,80,0,2,0
425,1,1,0,0,14880,0,96,360,0,1
426,1,1,0,0,2666,4300,121,360,1,1
427,0,0,1,0,4606,0,81,360,1,0
428,1,1,2,0,5935,0,133,360,0,1
429,1,1,0,0,2920,16.12000084,87,360,1,1
435,1,0,0,0,3750,0,100,360,2,1
441,1,0,0,0,3660,5064,187,360,0,1
452,1,1,2,0,1958,1456,60,300,2,1
457,1,1,0,0,4301,0,118,360,2,1
460,1,1,0,0,8334,0,160,360,0,0
464,0,0,1,1,5191,0,132,360,0,1
465,1,0,0,0,4166,0,98,360,0,0
468,1,1,0,0,16692,0,110,360,0,1
472,1,1,1,0,2653,1500,113,180,1,0
473,1,1,3,0,4691,0,100,360,0,1
474,0,0,0,1,2500,0,93,360,2,1
477,1,1,2,0,6700,1750,230,300,0,1
479,1,1,1,1,16667,2250,86,360,0,1
480,1,1,2,0,2947,1603,0,360,2,0
481,0,0,0,0,4350,0,154,360,1,1
484,1,1,0,0,10833,0,234,360,0,1
485,1,1,2,0,8333,0,246,360,0,1
486,1,1,1,0,1958,2436,131,360,1,1
489,1,1,2,1,4583,2083,160,360,0,1
491,1,0,0,0,2699,2785,96,360,0,1
492,1,1,1,0,5333,1131,186,360,2,1
493,1,0,0,0,3691,0,110,360,1,1
495,1,1,0,0,3597,2157,119,360,1,0
497,1,1,0,0,2600,1700,107,360,1,1
503,1,1,2,0,4865,5624,208,360,0,1
521,1,1,2,0,2192,1742,45,360,0,1
523,1,1,3,1,5677,1424,100,360,1,1
525,1,0,0,0,4680,2087,0,360,0,0
526,1,1,2,1,17500,0,400,360,1,1
530,1,0,0,0,6783,0,130,360,0,1
535,0,0,0,1,18165,0,125,360,2,1
537,1,1,0,0,6133,3906,324,360,2,1
539,1,1,0,0,2917,536,66,360,1,0
540,1,1,3,0,6417,0,157,180,1,1
542,0,0,0,0,2138,0,99,360,0,0
544,1,1,1,0,2239,2524,128,360,2,1
553,1,1,1,0,3333,3250,158,360,2,1
562,0,1,1,1,19484,0,600,360,0,1
572,1,1,3,0,5116,1451,165,360,2,0
573,1,1,2,0,16666,0,275,360,2,1
577,1,1,0,0,3087,2210,136,360,0,0
579,1,1,1,0,1782,2232,107,360,1,1
581,1,1,2,0,6540,0,205,360,0,1
587,1,1,0,0,2297,1522,104,360,2,1
588,0,0,0,0,2165,0,70,360,0,1
594,1,1,0,0,3859,3300,142,180,1,1
595,1,1,0,1,16120,0,260,360,2,1
596,1,0,0,0,3833,0,110,360,1,1
597,1,1,2,1,6383,1000,187,360,1,0
599,1,1,0,1,9963,0,180,360,1,1
604,1,0,0,0,3676,4301,172,360,1,1
605,0,1,1,0,12000,0,496,360,0,1
608,1,1,2,0,3987,1411,157,360,1,1
614,0,0,0,1,4583,0,133,360,0,0
1,1,0,0,0,5849,0,0,360,2,1
2,1,1,1,0,4583,1508,128,360,1,0
3,1,1,0,1,3000,0,66,360,2,1
4,1,1,0,0,2583,2358,120,360,2,1
5,1,0,0,0,6000,0,141,360,2,1
6,1,1,2,1,5417,4196,267,360,2,1
9,1,1,2,0,4006,1526,168,360,2,1
10,1,1,1,0,12841,10968,349,360,0,0
11,1,1,2,0,3200,700,70,360,2,1
12,1,1,2,1,2500,1840,109,360,2,1
14,1,0,0,0,1853,2840,114,360,1,0
15,1,1,2,0,1299,1086,17,120,2,1
16,1,0,0,0,4950,0,125,360,2,1
17,1,0,1,0,3596,0,100,240,2,1
18,0,0,0,0,3510,0,76,360,2,0
19,1,1,0,0,4887,0,133,360,1,0
21,1,1,0,0,7660,0,104,360,2,0
23,1,1,0,0,2600,1911,116,360,0,0
24,1,1,2,0,3365,1917,112,360,1,0
25,1,1,1,1,3717,2925,151,360,0,0
27,1,1,0,0,2799,2253,122,360,0,1
28,1,1,2,0,4226,1040,110,360,2,1
31,1,1,1,1,4166,3369,201,360,2,0
32,1,0,0,0,3167,0,74,360,2,0
33,1,0,1,1,4692,0,106,360,1,0
34,1,1,0,0,3500,1667,114,360,0,1
35,1,0,3,0,12500,3000,320,360,1,0
37,1,1,0,0,1828,1330,100,0,2,0
38,0,1,0,0,3667,1459,144,360,0,1
39,1,0,0,0,4166,7210,184,360,2,1
41,1,0,0,0,3600,0,80,360,2,0
43,1,1,0,0,2400,0,75,360,2,1
44,1,1,0,0,3941,2336,134,360,0,1
45,1,1,0,1,4695,0,96,0,2,1
46,0,0,0,0,3410,0,88,0,2,1
48,1,1,0,0,5821,0,144,360,2,1
49,0,1,0,0,2645,3440,120,360,2,0
52,0,0,0,0,3086,0,120,360,0,1
53,0,0,0,0,4230,0,112,360,0,0
56,1,1,2,0,2708,1167,97,360,0,1
57,1,1,0,0,2132,1591,96,360,0,1
58,1,1,0,0,3366,2200,135,360,1,0
59,1,1,1,0,8080,2250,180,360,2,1
60,1,1,2,0,3357,2859,144,360,2,1
62,1,1,3,0,3029,0,99,360,2,1
63,1,1,0,1,2609,3449,165,180,1,0
68,1,1,1,0,10750,0,312,360,2,1
69,1,1,3,1,7100,0,125,60,2,1
71,1,1,0,0,3208,3066,172,360,2,1
72,1,1,2,1,1875,1875,97,360,0,1
73,1,0,0,0,3500,0,81,300,0,1
74,1,1,3,0,4755,0,95,0,0,0
75,1,1,3,1,5266,1774,187,360,0,1
78,1,1,1,1,1000,3022,110,360,2,0
79,1,1,3,0,3167,4000,180,300,0,0
80,1,1,3,1,3333,2166,130,360,0,1
81,0,0,0,0,3846,0,111,360,0,1
82,1,1,1,1,2395,0,0,360,0,1
83,0,1,2,0,1378,1881,167,360,2,0
84,1,1,0,0,6000,2250,265,360,0,0
85,1,1,1,0,3988,0,50,240,2,1
86,1,0,0,0,2366,2531,136,360,0,1
89,1,0,0,0,8566,0,210,360,2,1
90,1,1,0,0,5695,4167,175,360,0,1
91,1,1,0,0,2958,2900,131,360,0,1
92,1,1,2,0,6250,5654,188,180,0,1
95,1,0,0,0,3620,0,25,120,0,1
96,1,0,0,1,6782,0,0,360,2,0
97,0,1,0,0,2484,2302,137,360,0,1
98,1,1,0,0,1977,997,50,360,0,1
99,1,1,0,0,4188,0,115,180,0,1
101,1,1,2,0,4288,3263,133,180,2,1
102,1,0,0,0,4843,3806,151,360,0,1
105,1,1,3,0,3816,754,160,360,2,1
106,1,1,1,0,3052,1030,100,360,2,1
108,1,0,0,1,7333,0,120,360,1,0
109,1,1,2,0,3800,3600,216,360,2,0
110,1,1,3,0,2071,754,94,480,0,1
111,1,0,0,0,5316,0,136,360,2,1
113,1,1,0,0,3572,4114,152,0,1,0
114,0,0,1,1,7451,0,0,360,0,1
115,1,0,0,1,5050,0,118,360,0,1
116,1,1,1,0,14583,0,185,180,1,1
118,1,1,1,0,2214,1398,85,360,2,1
119,1,1,0,0,5568,2142,175,360,1,0
120,0,0,0,0,10408,0,259,360,2,1
121,1,1,3,0,5667,2667,180,360,1,1
122,0,0,0,0,4166,0,44,360,0,1
123,0,0,0,0,2137,8980,137,360,0,1
125,1,1,0,0,4300,2014,194,360,1,1
126,0,0,0,0,3692,0,93,360,1,1
127,1,1,3,0,23803,0,370,360,1,1
128,1,0,0,0,3865,1640,0,360,1,1
133,1,0,0,0,2718,0,70,360,0,1
134,1,1,0,1,3459,0,25,120,0,1
135,1,0,0,0,4895,0,102,360,0,1
137,0,1,0,0,4583,0,84,360,1,0
138,1,1,2,1,3316,3500,88,360,2,1
139,1,0,0,0,14999,0,242,360,0,0
141,1,1,2,0,5042,2083,185,360,1,0
142,1,0,0,0,5417,0,168,360,2,1
143,1,0,0,1,6950,0,175,180,0,1
145,1,1,2,0,11757,0,187,180,2,1
146,0,1,0,0,2330,4486,100,360,0,1
147,0,1,2,0,14866,0,70,360,2,1
148,1,1,1,0,1538,1425,30,360,2,1
149,0,0,0,0,10000,1666,225,360,1,0
150,1,1,0,0,4860,830,125,360,0,1
152,1,1,0,1,2577,3750,152,360,1,1
153,1,0,0,0,9166,0,244,360,2,0
154,1,1,2,0,2281,0,113,360,1,0
156,1,1,3,0,39999,0,600,180,0,1
157,1,1,1,0,6000,0,160,360,1,1
158,1,1,1,0,9538,0,187,360,2,1
159,1,0,0,1,2980,2083,120,360,1,1
160,1,1,0,0,4583,5625,255,360,0,1
161,1,1,0,0,1863,1041,98,360,0,1
162,1,1,0,0,7933,0,275,360,2,0
164,1,1,2,0,4167,1447,158,360,1,1
165,1,1,0,0,9323,0,75,180,2,1
167,0,1,0,0,4583,0,112,360,1,0
169,1,0,0,0,2237,0,63,480,0,0
171,1,1,0,1,1820,1769,95,360,1,1
172,1,1,3,0,51763,0,700,300,2,1
173,1,1,3,0,3522,0,81,180,1,0
174,1,1,0,0,5708,5625,187,360,0,1
176,1,1,0,0,3497,1964,116,360,1,1
177,1,1,2,0,2045,1619,101,360,1,1
178,1,1,3,0,5516,11300,495,360,0,0
179,1,1,1,0,3750,0,116,360,0,1
180,1,0,0,0,2333,1451,102,480,2,0
181,1,1,1,0,6400,7250,180,360,2,0
182,1,0,0,0,1916,5063,67,360,1,0
183,1,1,0,0,4600,0,73,180,0,1
185,0,1,0,0,3625,0,108,360,0,1
186,1,1,0,1,39147,4750,120,360,0,1
187,1,1,1,1,2178,0,66,300,1,0
189,1,1,0,1,674,5296,168,360,1,1
190,1,1,0,0,9328,0,188,180,1,1
191,1,0,0,0,4885,0,48,360,1,1
192,1,0,0,0,12000,0,164,360,0,0
193,1,1,0,0,6033,0,160,360,2,0
195,1,0,0,0,4191,0,120,360,1,1
196,1,1,1,0,3125,2583,170,360,0,0
197,1,0,0,0,8333,3750,187,360,1,1
198,0,0,0,0,1907,2365,120,0,2,1
199,0,1,0,0,3416,2816,113,360,0,1
201,1,1,1,0,2600,2500,90,360,0,1
202,1,0,2,0,4923,0,166,360,0,1
203,1,1,3,0,3992,0,0,180,2,0
204,1,1,1,0,3500,1083,135,360,2,1
205,1,1,2,0,3917,0,124,360,0,1
207,0,0,0,0,3244,0,80,360,2,1
208,1,0,0,0,3975,2531,55,360,1,1
209,1,0,0,0,2479,0,59,360,2,1
210,1,0,0,0,3418,0,127,360,0,0
211,0,0,0,0,10000,0,214,360,0,0
214,1,1,3,1,5703,0,130,360,1,1
215,1,1,0,0,3173,3021,137,360,2,1
216,1,1,3,0,3850,983,100,360,0,1
217,1,1,0,0,150,1800,135,360,1,0
218,1,1,0,0,3727,1775,131,360,0,1
219,1,1,2,1,5000,0,72,360,0,0
220,0,1,2,0,4283,2383,127,360,0,1
221,1,1,0,0,2221,0,60,360,2,0
223,1,0,0,0,2971,2791,144,360,0,1
224,1,1,0,0,7578,1010,175,0,0,1
226,1,1,0,0,3250,0,170,360,1,0
228,1,1,2,0,6250,1695,210,360,0,1
229,1,1,3,0,4758,0,158,480,0,1
230,1,0,0,1,6400,0,200,360,1,1
231,1,1,1,0,2491,2054,104,360,0,1
232,1,1,0,1,3716,0,42,180,1,1
234,0,0,0,0,8333,0,280,360,0,1
235,1,1,1,0,3155,1779,140,360,0,1
236,1,1,1,0,5500,1260,170,360,1,1
237,1,1,0,1,5746,0,255,360,2,0
239,0,0,1,0,3812,0,112,360,1,1
240,1,1,1,0,3315,0,96,360,0,1
241,1,1,2,0,5819,5000,120,360,1,1
242,1,1,1,0,2510,1983,140,180,2,0
243,1,0,0,0,2965,5701,155,60,2,1
245,1,1,0,0,3406,4417,123,360,0,1
247,1,1,2,0,9703,0,112,360,2,1
248,1,1,1,0,6608,0,137,180,2,1
249,1,1,1,0,2882,1843,123,480,0,1
250,1,1,0,0,1809,1868,90,360,2,1
251,1,1,0,0,1668,3890,201,360,0,0
252,0,0,2,0,3427,0,138,360,2,0
253,1,0,0,1,2583,2167,104,360,1,1
254,1,1,1,0,2661,7101,279,180,0,1
255,1,0,0,1,16250,0,192,360,2,0
256,0,0,3,0,3083,0,255,360,1,1
258,1,1,3,0,5250,0,94,360,2,0
259,1,1,0,0,14683,2100,304,360,1,0
260,1,1,3,0,4931,0,128,360,0,0
261,1,1,1,0,6083,4250,330,360,2,1
262,1,0,0,0,2060,2209,134,360,0,1
263,0,0,1,0,3481,0,155,36,0,0
265,1,0,0,1,5166,0,128,360,0,1
267,1,1,2,0,4708,1387,150,360,0,1
268,1,1,3,0,4333,1811,160,360,2,1
269,0,0,0,1,3418,0,135,360,1,0
272,1,1,0,0,11146,0,136,360,2,1
273,1,0,0,0,2833,1857,126,360,1,1
275,1,1,2,0,3900,0,90,360,0,1
277,1,1,0,0,3993,3274,207,360,0,1
279,1,1,0,0,14583,0,436,360,0,1
280,0,1,0,0,4100,0,124,360,1,1
281,1,0,1,1,4053,2426,158,360,2,0
282,1,1,0,0,3927,800,112,360,0,1
284,0,0,0,0,1811,1666,54,360,2,1
285,1,1,0,0,20667,0,0,360,1,0
286,1,0,0,0,3158,3053,89,360,1,1
287,0,0,0,1,2600,1717,99,300,0,0
288,1,1,0,0,3704,2000,120,360,1,1
290,1,0,0,0,9508,0,187,360,1,1
292,1,1,2,0,4400,0,127,360,0,0
293,1,1,2,0,3153,1560,134,360,2,1
294,0,0,3,0,5417,0,143,480,2,0
295,1,1,0,0,2383,3334,172,360,0,1
296,1,1,3,1,4416,1250,110,360,2,1
299,0,0,0,0,5000,2541,151,480,1,0
300,1,1,1,0,2014,2925,113,360,2,0
301,1,1,0,0,1800,2934,93,360,2,0
302,1,1,3,0,2875,1750,105,360,0,1
303,0,0,0,0,5000,0,132,360,1,1
304,1,1,1,0,1625,1803,96,360,2,1
306,1,0,0,0,2000,0,0,360,2,0
307,0,0,0,0,3762,1666,135,360,1,1
308,0,0,0,0,2400,1863,104,360,2,0
310,1,1,2,0,7667,0,185,360,1,1
311,0,0,0,0,2917,0,84,360,0,1
312,1,0,0,0,2927,2405,111,360,0,1
314,1,1,2,1,5746,0,144,84,1,1
315,1,1,0,0,2473,1843,159,360,1,0
316,1,1,1,0,3399,1640,111,180,2,1
317,1,1,2,0,3717,0,120,360,0,1
323,1,1,2,0,3601,1590,0,360,1,1
324,0,0,0,0,3166,2985,132,360,1,1
325,1,1,3,0,15000,0,300,360,1,1
326,1,1,1,1,8666,4983,376,360,1,0
327,1,0,0,0,4917,0,130,360,1,1
328,1,1,0,1,5818,2160,184,360,0,1
332,1,0,0,0,2935,0,98,360,0,1
334,1,1,0,1,63337,0,490,180,2,1
336,1,1,3,1,5503,4490,70,0,0,1
337,1,1,1,1,5250,688,160,360,1,1
338,1,1,2,1,2500,4600,176,360,1,1
339,0,0,3,0,1830,0,0,360,2,0
340,0,0,0,0,4160,0,71,360,0,1
342,0,0,0,0,2378,0,46,360,1,0
343,1,1,1,0,4554,1229,158,360,2,1
344,1,1,3,0,3173,0,74,360,0,1
345,1,1,2,1,2583,2330,125,360,1,1
347,1,1,3,0,3523,3230,152,360,1,0
349,1,1,0,0,6333,4583,259,360,0,1
350,1,1,0,0,2625,6250,187,360,1,1
351,1,1,0,0,9083,0,228,360,0,1
352,1,0,0,0,8750,4167,308,360,1,0
353,1,1,3,0,2666,2083,95,360,1,1
354,0,1,0,1,5500,0,105,360,1,0
357,1,1,2,0,8333,3167,165,360,1,1
359,1,1,0,0,3000,1666,100,480,2,0
360,1,1,3,0,5167,3167,200,360,0,1
362,1,1,2,0,5000,3667,236,360,0,1
364,1,1,0,0,3013,3033,95,300,2,1
365,1,0,0,1,6822,0,141,360,1,1
366,1,0,0,0,6216,0,133,360,1,0
368,1,0,0,0,5124,0,124,0,1,0
369,1,1,1,0,6325,0,175,360,0,1
371,0,0,0,1,15759,0,55,360,0,1
372,1,1,2,0,5185,0,155,360,0,1
374,1,0,1,0,3062,1987,111,180,2,0
375,0,0,0,1,2764,1459,110,360,2,1
377,1,1,3,0,8750,4996,130,360,1,1
378,1,1,0,0,4310,0,130,360,0,1
379,1,0,0,0,3069,0,71,480,2,0
381,1,1,0,1,3333,2500,128,360,0,1
384,1,0,0,1,7167,0,128,360,2,1
385,1,1,2,0,4566,0,100,360,2,0
386,1,0,1,1,3667,0,113,180,2,1
388,1,1,0,0,3010,3136,0,360,2,0
389,1,1,0,0,2333,2417,136,360,2,1
390,1,1,0,0,5488,0,125,360,1,1
391,1,0,3,0,9167,0,185,360,1,1
392,1,1,3,0,9504,0,275,360,1,1
393,1,1,0,0,2583,2115,120,360,2,1
394,1,1,2,0,1993,1625,113,180,0,1
395,1,1,2,0,3100,1400,113,360,2,1
399,1,0,0,0,3902,1666,109,360,1,1
403,1,0,0,0,2500,20000,103,360,0,1
405,0,0,0,1,7441,0,194,360,1,0
407,1,1,0,0,2167,2400,115,360,2,1
408,0,0,0,0,2213,0,66,360,1,1
412,1,1,0,1,6256,0,160,360,2,1
413,1,1,0,0,6096,0,218,360,1,0
414,1,1,0,0,2253,2033,110,360,1,1
415,0,1,0,0,2149,3237,178,360,0,0
416,0,0,0,0,2995,0,60,360,2,1
418,1,1,2,1,1600,20000,239,360,2,0
419,1,1,0,0,1025,2773,112,360,1,1
420,1,1,0,0,3246,1417,138,360,0,1
421,1,1,0,0,5829,0,138,360,1,1
423,1,1,0,0,1820,1719,100,360,2,1
424,1,1,1,0,7250,1667,110,0,2,0
430,1,0,0,0,2717,0,60,180,2,1
431,0,0,1,1,8624,0,150,360,0,1
432,1,0,0,0,6500,0,105,360,1,0
433,1,0,0,1,12876,0,405,360,0,1
434,1,1,0,0,2425,2340,143,360,0,1
436,0,1,3,0,10047,0,0,240,0,1
437,1,0,0,0,1926,1851,50,360,0,1
438,1,1,0,0,2213,1125,0,360,2,1
439,1,0,0,1,10416,0,187,360,2,0
440,0,1,0,1,7142,0,138,360,1,1
442,1,1,0,0,7901,1833,180,360,1,1
443,1,0,3,0,4707,1993,148,360,0,1
444,1,0,1,0,37719,0,152,360,0,1
445,1,1,0,0,7333,8333,175,300,1,1
446,1,1,1,1,3466,1210,130,360,1,1
447,1,1,2,0,4652,0,110,360,1,1
448,1,1,0,1,3539,1376,55,360,1,0
449,1,1,2,0,3340,1710,150,360,1,0
450,1,0,1,1,2769,1542,190,360,0,0
451,1,1,2,0,2309,1255,125,360,1,0
453,1,1,0,0,3948,1733,149,360,1,0
454,1,1,0,0,2483,2466,90,180,1,1
455,1,0,0,1,7085,0,84,360,0,1
456,1,1,2,0,3859,0,96,360,0,1
458,1,1,0,0,3708,2569,173,360,2,0
459,1,0,2,0,4354,0,136,360,1,1
461,1,1,0,1,2083,4083,160,360,0,1
462,1,1,3,0,7740,0,128,180,2,1
463,1,1,0,0,3015,2188,153,360,1,1
466,1,0,0,0,6000,0,140,360,1,1
467,1,1,3,0,2947,1664,70,180,2,0
469,0,1,2,1,210,2917,98,360,0,1
470,1,1,0,0,4333,2451,110,360,2,0
471,1,1,1,1,3450,2079,162,360,0,1
475,1,0,2,0,5532,4648,162,360,1,1
476,1,1,2,1,16525,1014,150,360,1,1
478,1,1,2,0,2873,1872,132,360,0,0
482,1,1,3,0,3095,0,113,360,1,1
483,1,1,0,0,2083,3150,128,360,0,1
487,1,0,2,0,3547,0,80,360,1,0
488,1,1,1,0,18333,0,500,360,2,0
490,1,0,0,0,2435,0,75,360,2,0
494,0,0,0,1,17263,0,225,360,0,1
496,0,1,1,0,3326,913,105,84,0,1
498,1,1,0,0,4625,2857,111,12,2,1
499,1,1,1,1,2895,0,95,360,0,1
500,1,0,0,0,6283,4416,209,360,1,0
501,0,0,0,0,645,3683,113,480,1,1
502,0,0,0,0,3159,0,100,360,0,1
504,1,1,1,0,4050,5302,138,360,1,0
505,1,1,0,0,3814,1483,124,300,0,1
506,1,1,2,0,3510,4416,243,360,1,1
507,1,1,0,0,20833,6667,480,360,2,1
508,1,0,0,0,3583,0,96,360,2,0
509,1,1,0,1,2479,3013,188,360,2,1
510,0,0,1,0,13262,0,40,360,2,1
511,1,0,0,0,3598,1287,100,360,1,0
512,1,1,1,0,6065,2004,250,360,0,1
513,1,1,2,0,3283,2035,148,360,2,1
514,1,1,0,0,2130,6666,70,180,0,0
515,1,0,0,0,5815,3666,311,360,1,0
516,1,1,3,0,3466,3428,150,360,1,1
517,0,1,2,0,2031,1632,113,480,0,1
518,1,1,3,0,3074,1800,123,360,0,0
519,1,0,0,0,4683,1915,185,360,0,0
520,0,0,0,0,3400,0,95,360,1,0
522,1,0,0,0,2500,0,55,360,0,1
524,1,1,2,1,7948,7166,480,360,1,1
527,1,1,0,0,3775,0,110,360,0,1
528,1,1,1,0,5285,1430,161,360,0,1
529,1,0,1,0,2679,1302,94,360,0,1
531,1,1,0,0,1025,5500,216,360,1,1
532,1,1,3,0,4281,0,100,360,2,1
533,1,0,2,0,3588,0,110,360,1,0
534,1,0,1,0,11250,0,196,360,0,0
536,1,0,0,1,2550,2042,126,360,1,1
538,1,0,2,0,3617,0,107,360,0,1
541,0,1,1,0,4608,2845,140,180,0,1
543,0,0,1,1,3652,0,95,360,0,1
545,0,1,0,0,3017,663,102,360,0,1
546,1,1,0,0,2768,1950,155,360,1,1
547,1,0,0,0,3358,0,80,36,0,0
548,1,0,0,0,2526,1783,145,360,1,1
549,0,0,0,0,5000,0,103,360,0,0
550,1,1,0,0,2785,2016,110,360,1,1
551,1,1,2,1,6633,0,0,360,1,0
552,1,1,1,0,2492,2375,0,360,1,1
554,1,1,0,0,2454,2333,181,360,2,0
555,1,1,0,0,3593,4266,132,180,1,0
556,1,1,1,0,5468,1032,26,360,0,1
557,0,0,0,0,2667,1625,84,360,2,1
558,1,1,3,1,10139,0,260,360,0,1
559,1,1,0,0,3887,2669,162,360,0,1
560,0,1,0,0,4180,2306,182,360,0,1
561,1,1,2,0,3675,242,108,360,0,1
563,1,1,0,0,5923,2054,211,360,1,1
564,1,0,0,1,5800,0,132,360,0,1
565,1,1,2,0,8799,0,258,360,2,0
566,1,1,0,0,4467,0,120,360,1,1
567,1,0,0,0,3333,0,70,360,2,1
568,1,1,3,0,3400,2500,123,360,1,0
569,0,0,0,0,2378,0,9,360,2,0
570,1,1,0,0,3166,2064,104,360,2,0
571,1,1,1,0,3417,1750,186,360,2,1
574,1,1,2,0,6125,1625,187,480,0,0
575,1,1,3,0,6406,0,150,360,0,0
576,1,1,2,0,3159,461,108,84,2,1
578,1,0,0,0,3229,2739,110,360,2,1
580,1,0,0,1,3182,2917,161,360,2,1
582,1,0,0,0,1836,33837,90,360,2,0
583,0,1,0,0,3166,0,36,360,0,1
584,1,1,1,0,1880,0,61,360,1,0
585,1,1,1,0,2787,1917,146,360,1,0
586,1,1,1,0,4283,3000,172,84,1,0
589,1,0,0,0,4750,0,94,360,0,1
590,1,1,2,1,2726,0,106,360,0,0
591,1,1,0,0,3000,3416,56,180,0,1
592,1,1,2,1,6000,0,205,240,0,0
593,1,0,3,1,9357,0,292,360,0,1
598,1,0,3,0,2987,0,88,360,0,0
600,1,1,2,0,5780,0,192,360,2,1
601,0,0,3,1,416,41667,350,180,2,0
602,1,1,0,1,2894,2792,155,360,1,1
603,1,1,3,0,5703,0,128,360,2,1
606,1,1,0,0,2400,3800,0,180,2,0
607,1,1,1,0,3400,2500,173,360,0,1
609,1,1,0,0,3232,1950,108,360,1,1
610,0,0,0,0,2900,0,71,360,1,1
611,1,1,3,0,4106,0,40,180,1,1
612,1,1,1,0,8072,240,253,360,2,1
613,1,1,2,0,7583,0,187,360,2,1